id;user_id;vendor_id
177;397;13
178;398;13
179;399;13
180;400;14
181;401;14
182;402;14
183;403;14
184;404;14
185;405;14
186;406;14
187;407;14
188;408;14
189;409;14
190;410;15
191;411;15
192;412;15
193;413;15
194;414;15
195;415;15
196;416;15
197;417;15
198;418;15
199;419;15
200;420;16
201;421;16
202;422;16
203;423;16
204;424;16
205;425;16
206;426;16
207;427;16
208;428;16
209;429;16
210;430;17
211;431;17
212;432;17
213;433;17
214;434;17
215;435;17
216;436;17
217;437;17
218;438;17
219;439;17
220;440;18
221;441;18
222;442;18
223;443;18
224;444;18
225;445;18
226;446;18
227;447;18
228;448;18
229;449;18
230;450;19
231;451;19
232;452;19
233;453;19
234;454;19
235;455;19
236;456;19
237;457;19
238;458;19
239;459;19
240;460;20
241;461;20
242;462;20
243;463;20
244;464;20
245;465;20
246;466;20
247;467;20
248;468;20
249;469;20
250;470;21
251;471;21
252;472;21
253;473;21
254;474;21
255;475;21
256;476;21
257;477;21
258;478;21
259;479;21
260;480;22
261;481;22
262;482;22
263;483;22
264;484;22
265;485;22
266;486;22
267;487;22
268;488;22
269;489;22
270;490;23
271;491;23
272;492;23
273;493;23
274;494;23
275;495;23
276;496;23
277;497;23
278;498;23
279;499;23
280;500;24
281;501;24
282;502;24
283;503;24
284;504;24
285;505;24
286;506;24
287;507;24
288;508;24
289;509;24
290;510;25
291;511;25
292;512;25
293;513;25
294;514;25
295;515;25
296;516;25
297;517;25
298;518;25
299;519;25
300;520;26
301;521;26
302;522;26
303;523;26
304;524;26
305;525;26
306;526;26
307;527;26
308;528;26
309;529;26
310;530;27
311;531;27
312;532;27
313;533;27
314;534;27
315;535;27
316;536;27
317;537;27
318;538;27
319;539;27
320;540;28
321;541;28
322;542;28
323;543;28
324;544;28
325;545;28
326;546;28
327;547;28
328;548;28
329;549;28
330;550;29
331;551;29
332;552;29
333;553;29
334;554;29
335;555;29
336;556;29
337;557;29
338;558;29
339;559;29
340;560;30
341;561;30
342;562;30
343;563;30
344;564;30
345;565;30
346;566;30
347;567;30
348;568;30
349;569;30
350;570;31
351;571;31
352;572;31
353;573;31
354;574;31
355;575;31
356;576;31
357;577;31
358;578;31
359;579;31
360;580;32
361;581;32
362;582;32
363;583;32
364;584;32
365;585;32
366;586;32
367;587;32
368;588;32
369;589;32
370;590;33
371;591;33
372;592;33
373;593;33
374;594;33
375;595;33
376;596;33
377;597;33
378;598;33
379;599;33
380;600;34
381;601;34
382;602;34
383;603;34
384;604;34
385;605;34
386;606;34
387;607;34
388;608;34
389;609;34
390;610;35
391;611;35
392;612;35
393;613;35
394;614;35
395;615;35
396;616;35
397;617;35
398;618;35
399;619;35
400;620;36
401;621;36
402;622;36
403;623;36
404;624;36
405;625;36
406;626;36
407;627;36
408;628;36
409;629;36
410;630;37
411;631;37
412;632;37
413;633;37
414;634;37
415;635;37
416;636;37
417;637;37
418;638;37
419;639;37
420;640;38
421;641;38
422;642;38
423;643;38
424;644;38
425;645;38
426;646;38
427;647;38
428;648;38
429;649;38
430;650;39
431;651;39
432;652;39
433;653;39
434;654;39
435;655;39
436;656;39
437;657;39
438;658;39
439;659;39
440;660;40
441;661;40
442;662;40
443;663;40
444;664;40
445;665;40
446;666;40
447;667;40
448;668;40
449;669;40
450;670;41
451;671;41
452;672;41
453;673;41
454;674;41
455;675;41
456;676;41
457;677;41
458;678;41
459;679;41
460;680;42
461;681;42
462;682;42
463;683;42
464;684;42
465;685;42
466;686;42
467;687;42
468;688;42
469;689;42
470;690;43
471;691;43
472;692;43
473;693;43
474;694;43
475;695;43
476;696;43
477;697;43
478;698;43
479;699;43
480;700;44
481;701;44
482;702;44
483;703;44
484;704;44
485;705;44
486;706;44
487;707;44
488;708;44
489;709;44
490;710;45
491;711;45
492;712;45
493;713;45
494;714;45
495;715;45
496;716;45
497;717;45
498;718;45
499;719;45
500;720;46
501;721;46
502;722;46
503;723;46
504;724;46
505;725;46
506;726;46
507;727;46
508;728;46
509;729;46
510;730;47
511;731;47
512;732;47
513;733;47
514;734;47
515;735;47
516;736;47
517;737;47
518;738;47
519;739;47
520;740;48
521;741;48
522;742;48
523;743;48
524;744;48
525;745;48
526;746;48
527;747;48
528;748;48
529;749;48
530;750;49
531;751;49
532;752;49
533;753;49
534;754;49
535;755;49
536;756;49
537;757;49
538;758;49
539;759;49
540;760;50
541;761;50
542;762;50
543;763;50
544;764;50
545;765;50
546;766;50
547;767;50
548;768;50
549;769;50
550;770;50
