id;user_id;authority_id
1259;1259;6
1260;1260;6
1261;1261;6
1262;1262;6
1263;1263;6
1264;1264;6
1265;1265;6
1266;1266;6
1267;1267;6
1268;1268;6
1269;1269;6
1270;1270;6
1271;1271;6
1272;1272;6
1273;1273;6
1274;1274;6
1275;1275;6
1276;1276;6
1277;1277;6
1278;1278;6
1279;1279;6
1280;1280;6
1281;1281;6
1282;1282;6
1283;1283;6
1284;1284;6
1285;1285;6
1286;1286;6
1287;1287;6
1288;1288;6
1289;1289;6
1290;1290;6
1291;1291;6
1292;1292;6
1293;1293;6
1294;1294;6
1295;1295;6
1296;1296;6
1297;1297;6
1298;1298;6
1299;1299;6
1300;1300;6
1301;1301;6
1302;1302;6
1303;1303;6
1304;1304;6
1305;1305;6
1306;1306;6
1307;1307;6
1308;1308;6
1309;1309;6
1310;1310;6
1311;1311;6
1312;1312;6
1313;1313;6
1314;1314;6
1315;1315;6
1316;1316;6
1317;1317;6
1318;1318;6
1319;1319;6
1320;1320;6
1321;1321;6
1322;1322;6
1323;1323;6
1324;1324;6
1325;1325;6
1326;1326;6
1327;1327;6
1328;1328;6
1329;1329;6
1330;1330;6
1331;1331;6
1332;1332;6
1333;1333;6
1334;1334;6
1335;1335;6
1336;1336;6
1337;1337;6
1338;1338;6
1339;1339;6
1340;1340;6
1341;1341;6
1342;1342;6
1343;1343;6
1344;1344;6
1345;1345;6
1346;1346;6
1347;1347;6
1348;1348;6
1349;1349;6
1350;1350;6
1351;1351;6
1352;1352;6
1353;1353;6
1354;1354;6
1355;1355;6
1356;1356;6
1357;1357;6
1358;1358;6
1359;1359;6
1360;1360;6
1361;1361;6
1362;1362;6
1363;1363;6
1364;1364;6
1365;1365;6
1366;1366;6
1367;1367;6
1368;1368;6
1369;1369;6
1370;1370;6
1371;1371;6
1372;1372;6
1373;1373;6
1374;1374;6
1375;1375;6
1376;1376;6
1377;1377;6
1378;1378;6
1379;1379;6
1380;1380;6
1381;1381;6
1382;1382;6
1383;1383;6
1384;1384;6
1385;1385;6
1386;1386;6
1387;1387;6
1388;1388;6
1389;1389;6
1390;1390;6
1391;1391;6
1392;1392;6
1393;1393;6
1394;1394;6
1395;1395;6
1396;1396;6
1397;1397;6
1398;1398;6
1399;1399;6
1400;1400;6
1401;1401;6
1402;1402;6
1403;1403;6
1404;1404;6
1405;1405;6
1406;1406;6
1407;1407;6
1408;1408;6
1409;1409;6
1410;1410;6
1411;1411;6
1412;1412;6
1413;1413;6
1414;1414;6
1415;1415;6
1416;1416;6
1417;1417;6
1418;1418;6
1419;1419;6
1420;1420;6
1421;1421;6
1422;1422;6
1423;1423;6
1424;1424;6
1425;1425;6
1426;1426;6
1427;1427;6
1428;1428;6
1429;1429;6
1430;1430;6
1431;1431;6
1432;1432;6
1433;1433;6
1434;1434;6
1435;1435;6
1436;1436;6
1437;1437;6
1438;1438;6
1439;1439;6
1440;1440;6
1441;1441;6
1442;1442;6
1443;1443;6
1444;1444;6
1445;1445;6
1446;1446;6
1447;1447;6
1448;1448;6
1449;1449;6
1450;1450;6
1451;1451;6
1452;1452;6
1453;1453;6
1454;1454;6
1455;1455;6
1456;1456;6
1457;1457;6
1458;1458;6
1459;1459;6
1460;1460;6
1461;1461;6
1462;1462;6
1463;1463;6
1464;1464;6
1465;1465;6
1466;1466;6
1467;1467;6
1468;1468;6
1469;1469;6
1470;1470;6
1471;1471;6
1472;1472;6
1473;1473;6
1474;1474;6
1475;1475;6
1476;1476;6
1477;1477;6
1478;1478;6
1479;1479;6
1480;1480;6
1481;1481;6
1482;1482;6
1483;1483;6
1484;1484;6
1485;1485;6
1486;1486;6
1487;1487;6
1488;1488;6
1489;1489;6
1490;1490;6
1491;1491;6
1492;1492;6
1493;1493;6
1494;1494;6
1495;1495;6
1496;1496;6
1497;1497;6
1498;1498;6
1499;1499;6
1500;1500;6
1501;1501;6
1502;1502;6
1503;1503;6
1504;1504;6
1505;1505;6
1506;1506;6
1507;1507;6
1508;1508;6
1509;1509;6
1510;1510;6
1511;1511;6
1512;1512;6
1513;1513;6
1514;1514;6
1515;1515;6
1516;1516;6
1517;1517;6
1518;1518;6
1519;1519;6
1520;1520;6
1521;1521;6
1522;1522;6
1523;1523;6
1524;1524;6
1525;1525;6
1526;1526;6
1527;1527;6
1528;1528;6
1529;1529;6
1530;1530;6
1531;1531;6
1532;1532;6
1533;1533;6
1534;1534;6
1535;1535;6
1536;1536;6
1537;1537;6
1538;1538;6
1539;1539;6
1540;1540;6
1541;1541;6
1542;1542;6
1543;1543;6
1544;1544;6
1545;1545;6
1546;1546;6
1547;1547;6
1548;1548;6
1549;1549;6
1550;1550;6
1551;1551;6
1552;1552;6
1553;1553;6
1554;1554;6
1555;1555;6
1556;1556;6
1557;1557;6
1558;1558;6
1559;1559;6
1560;1560;6
1561;1561;6
1562;1562;6
1563;1563;6
1564;1564;6
1565;1565;6
1566;1566;6
1567;1567;6
1568;1568;6
1569;1569;6
1570;1570;6
1571;1571;6
1572;1572;6
1573;1573;6
1574;1574;6
1575;1575;6
1576;1576;6
1577;1577;6
1578;1578;6
1579;1579;6
1580;1580;6
1581;1581;6
